Booking_ID,Hotel_ID,Country,Brand_Tier,Star_Rating,Room_Type,Nights_Stayed,Booking_Channel,Meals_Included,Payment_Type,Customer_Age,Lead_Time_Days,Checkin_Date,Checkin_Month,Is_Weekend,Is_Public_Holiday,Occupancy_Rate_Property,Competitor_Avg_Rate_RM,Distance_To_Center_KM,Review_Score,Promo_Applied,Events_Index_City,ADR_RM,Total_Spend_RM,Extra_Spend_Unscaled,Satisfaction_Rating
3094,H009,USA,midscale,3,Single,5,Online,,Card,22.0,20,2025-01-16,1,0,0,0.666,187.99,3.14,8.53,0,52.3,226.34,1238.35,90587,4
3557,H056,UK,midscale,3, Double ,2,TRAVEL AGENT,No,Online,18.0,10,2022-08-27,8,1,1,0.847,275.74,4.69,9.49,0,56.9,348.88,756.88,65302,5
5752,H053,Singapore,economy,2,Single,1,Online,No,Card,50.0,65,2023-09-06,9,0,0,0.941,117.17,3.49,8.86,0,57.2,117.61,234.77,16072,4
775,H059, Malaysia ,midscale,3, Single ,3,Online,No,CARD,18.0,66,2023-08-06,8,1,0,0.896,237.66,2.11,8.7,0,85.2,272.94,838.08,15047,5
782,H079,Germany,upscale,4,Double,3,Online,Yes,Online,48.0,42,2022-04-12,4,0,0,0.523,369.18,5.24,9.42,0,52.1,367.26,1180.72,78573,4
1924,H005,UK,economy,1,double,4,Online,,Card,50.0,8,2023-05-22,5,0,0,0.759,72.46,2.84,6.03,0,54.4,81.79,405.94,111123,4
2103,H060,Singapore,midscale,4,SUITE,2,Walk-in,Yes,Card,44.0,2,2022-05-15,5,1,0,0.827,460.57,6.81,9.67,1,52.9,539.76,1177.8,43890,5
2608,H079, Germany ,upscale,4,Single,3,Online,No,Online,34.0,18,2025-01-20,1,0,0,0.752,397.09,5.24,9.11,0,51.2,436.62,1409.12,82477,4
3270,H012,Thailand,midscale,3,Single,1,Online,Yes,Online,31.0,65,2024-01-11,1,0,0,0.832,248.0,5.2,8.72,0,54.4,268.3,365.02,67112,3
3067,H019,USA,economy,1, Double ,1,Online, Yes ,Card,49.0,28,2025-02-04,2,0,0,0.862,77.18,3.54,7.24,0,49.8,85.46,121.58,26371,3
2351,H006, Singapore ,economy,1,suite,2,Travel Agent,Yes, Cash ,38.0,0,2024-12-17,12,0,0,0.766,135.84,2.95,8.01,1,63.2,132.01,370.82,11326,4
2476,H028,,midscale,3,Single,3,Online, nan ,Cash,30.0,102,2025-01-22,1,0,0,0.72,213.63,2.24,8.93,0,55.9,240.06,817.43,115948,5
2214,H011,Nan,upscale,4,Single,1,Corporate,Yes,Card,19.0,0,2022-02-06,2,1,0,0.671,517.23,2.74,8.89,0,52.4,423.82,499.24,32991,5
4294,H029,Philippines,economy,1,Double,3,Online,Yes,Cash,56.0,12,2023-03-02,3,0,0,0.669,78.84,5.16,6.69,0,26.6,81.34,278.35,96707,5
5965,H030,Philippines,economy,3,Double,2,Travel Agent,Yes,Cash,50.0,18,2024-10-22,10,0,0,0.829,207.24,5.78,8.67,1,56.7,205.64,446.35,14706,4
951,H058,USA,upscale,4,Single,3,Corporate,yes,Card,27.0,17,2024-02-24,2,1,0,0.824,479.38,3.67,9.8,0,50.6,497.98,1606.03,98336,3
3931,H052,Singapore,upscale,5, Double ,2,Corporate,Yes,Online,49.0,29,2022-06-18,6,1,0,,796.28,4.35,9.8,0,84.0,964.08,1959.01,108176,4
449,H001,Singapore,Economy,2,Single,5,Walk-in,No,Online,35.0,0,2022-05-19,5,0,0,0.596,109.86,1.78,8.32,0,50.1,103.91,600.79,91157,5
560,H014,Indonesia,luxury,4,Single,1,Travel Agent,Yes,Card,25.0,39,2023-10-19,10,0,0,0.689,451.92,2.97,9.37,0,37.6,525.97,634.92,65297,4
3365,H006,Singapore,ECONOMY,1,Single,1,online, No ,Card,34.0,0,2024-08-18,8,1,0,0.884,92.74,2.95,6.61,0,57.6,93.46,127.1,56405,4
6317,H001,Singapore,economy,2,Suite,3,Travel Agent,Yes,Card,36.0,54,2024-07-04,7,0,0,0.712,158.35,1.78,8.98,0,62.8,187.95,610.37,81947,5
1520,H004,USA,economy,3,Single,4,Online,Yes,Card,32.0,6,2022-11-20,11,1,0,0.771,176.63,6.02,8.72,0,52.2,180.14,822.93,67550,5
5538,H022,INDIA,upscale,3,Single,3, Walk-in ,No,Card,26.0,45,2022-01-14,1,0,0,0.765,307.91,6.39,8.38,0,71.1,273.52,873.48,56541,4
166,H053,Singapore,economy,2,Single,2,Corporate,Yes, Card ,41.0,18,2023-06-13,6,0,0,0.791,113.89,3.49,7.23,0,50.9,111.14,263.5,68254,4
4620,H065,vietnam,luxury,4,Single,2,Corporate,Yes,Cash,36.0,19,2025-04-24,4,0,0,0.719,369.08,4.96,8.88,0,43.0,473.29,974.73,35299,5
421,H017,Philippines,midscale,3, Single ,2, Online ,No,Card,52.0,27,2022-01-27,1,0,0,0.542,224.57,1.96,7.88,0,31.4,214.41,495.64,26068,5
3726,H052,singapore,upscale,5, Single ,1,Online,No,CASH,27.0,29,2022-01-21,1,0,0,0.764,595.51,4.35,9.36,1,62.9,532.64,645.32,79903,4
3346,H047,USA,midscale,3,Double,3,Corporate,Yes,Card,44.0,2,2022-05-18,5,0,0,0.492,243.92,3.58,8.76,0,63.4,219.28,708.62,32653,3
3502,H029,philippines,economy,1,Double,4,Online,Yes,Card,18.0,42,2024-07-04,7,0,0,0.772,94.73,5.16,5.29,1,35.5,84.46,442.0,17150,3
4787,H019,USA,economy,1,Double,2,Online,NO,Card,35.0,0,2023-12-22,12,0,0,0.836,105.36,3.54,6.11,0,72.0,98.21,270.01,95472,5
1541,H059,Malaysia,midscale,3,Single,1,Corporate,No,Card,43.0,10,2023-08-11,8,0,0,0.78,195.03,2.11,8.59,0,63.2,232.92,279.49,38297,5
4305,H018,MALAYSIA,midscale,3,Double,3, Online ,No,online,21.0,4,2024-12-03,12,0,0,0.656,296.14,3.68,8.54,0,60.0,307.91,992.0,65428,4
358,H072,USA,upscale,4,Single,1,Online,No,Card,49.0,11,2022-10-09,10,1,0,0.519,363.1,6.78,9.44,0,47.4,344.41,399.08,6144,5
3459,H030,Philippines,economy,3,Double,2,Walk-in,Yes,Card,20.0,54,2024-05-10,5,0,0,0.667,176.35,5.78,8.63,0,54.3,175.32,396.06,34878,4
3130,H064,Malaysia,luxury,5,Double,3,corporate,,Card,,14,2022-06-16,6,0,0,0.74,893.24,3.13,9.61,0,57.8,887.26,2725.77,98427,4
3285,H043,Philippines,economy,1,Single,1,travel agent,No,Card,34.0,19,2023-11-16,11,0,1,0.901,70.0,1.16,7.5,0,59.7,78.8,164.34,108386,5
5010,H007,USA,midscale,3,double,3,Online,No,Card,53.0,18,2022-12-02,12,0,0,0.711,254.5,1.23,7.4,0,63.3,259.15,874.19,84875,2
1708,H032,Singapore,Midscale,3,single,1,Online,YES,Cash,54.0,34,2024-09-23,9,0,0,0.678,194.6,2.75,8.21,0,41.8,183.69,205.94,53250,4
361,H055, UK ,MIDSCALE,4,Suite,1,Walk-in,YES,Online,54.0,67,2024-03-13,3,0,0,0.642,392.98,1.31,9.8,0,55.7,495.87,588.8,1846,5
3074,H037,Philippines,upscale,5,Single,2,Travel Agent,Yes,Card,25.0,40,2022-05-11,5,0,0,0.922,482.24,1.92,9.8,0,50.8,522.84,1142.93,110569,3
441,H033,Thailand,midscale,4,Suite,3,TRAVEL AGENT,Yes,Online,35.0,45,2024-09-13,9,0,1,0.816,460.47,0.98,9.73,0,51.0,531.81,1669.04,104875,4
4571,H027,Singapore,midscale,4,Double,3,Online,Yes,Online,26.0,25,2024-06-26,6,0,0,0.691,385.3,1.31,9.15,0,55.0,366.83,1176.21,80194,5
2924,H041,Indonesia,upscale,4, Single ,3,Travel Agent,No,Card,46.0,21,2023-08-18,8,0,0,0.571,448.46,3.2,9.23,1,59.1,422.65,1381.03,38363,4
1365,H049,India,midscale,4,Single,1,Walk-in,Yes,Card,37.0,37,2023-06-15,6,0,0,0.496,413.76,5.0,9.41,0,53.4,352.7,376.56,108641,4
304,H075,Philippines,upscale,3,Double,4,Corporate,No,Card,35.0,6,2024-08-12,8,0,0,0.78,294.51,7.41,7.81,0,69.8,321.44,1354.17,98436,3
6143,H028,Germany,midscale,3, Single ,3,Online,No,Online,50.0,19,2025-04-27,4,1,0,0.778,231.93,2.24,8.07,0,54.8,183.46,591.63,30249,4
85,H019,USA,economy,1,Single,4, Online ,Yes,Card,18.0,50,2023-01-06,1,0,0,0.734,73.43,3.54,6.91,0,81.6,78.24,378.83,65733,4
3363,H022,India,upscale,3,double,3,Corporate,Yes,Card,33.0,28,2022-02-21,2,0,0,0.683,309.56,6.39,6.89,0,43.1,300.69,994.9,94018,4
4601,H007,USA, midscale ,3,Single,4,online,Yes,Card,51.0,20,2025-05-25,5,1,0,0.713,197.47,1.23,8.19,0,55.8,207.74,930.13,65966,4
127,H045,Germany,economy,3,Single,4,Online,No,Card,49.0,0,2022-07-02,7,1,0,0.747,214.64,2.93,9.15,0,64.6,238.19,1023.84,103691,4
1109,H005,UK,economy,1,Double,3,Online,Yes, Cash ,50.0,14,2023-12-23,12,1,0,0.833,102.55,2.84,6.72,0,48.3,97.91,374.95,32450,3
6339,H028,Germany,midscale,3,Single,3,Online, No ,Card,47.0,33,2023-09-19,9,0,0,0.531,174.89,2.24,8.85,0,52.0,177.44,620.33,118198,5
1056,H039,Malaysia,upscale,4,Double,1,Online,No,Card,42.0,9,2023-10-28,10,1,0,0.686,426.86,6.99,9.45,0,58.2,472.85,507.46,107348,3
2391,H007,USA,midscale,3,Single,3,Walk-In,No,Card,36.0,0,2022-07-16,7,1,0,0.722,554.06,1.23,8.4,0,51.5,130.105,799.28,73735,4
1674,H061,USA,upscale,5,Double,1,Corporate,Yes,Card,30.0,26,2025-07-29,7,0,0,0.653,721.39,3.96,9.22,0,52.1,750.32,811.37,27892,5
3668,H045,Germany,Economy,3,Double,1,Travel Agent,YES,Cash,34.0,38,2024-07-13,7,1,0,0.798,190.79,2.93,8.87,1,61.0,220.66,250.56,116886,5
4082,H061,USA,upscale,5,Double,2,Online,Yes,Card,38.0,35,2022-12-10,12,1,0,0.774,735.44,3.96,9.45,0,58.0,799.67,1694.18,42509,3
4128,H006,Singapore,ECONOMY,1,Single,3,Walk-in,Yes,Cash,34.0,71,2023-10-09,10,0,0,0.691,76.22,52.26097726343576,,0,41.9,70.0,235.39,68530,4
2719,H050,Indonesia,luxury,5,Double,1,Corporate,Yes,Card,45.0,6,2022-11-03,11,0,1,0.64,923.47,6.32,9.8,0,49.1,902.26,950.73,25204,5
2702,H036,usa,economy,2,Double,1,Walk-in,Yes,Card,46.0,21,2022-10-10,10,0,0,0.695,124.26,2.2,7.33,0,67.5,121.47,198.23,56666,4
5640,H007,USA,midscale,3,Double,2,Online,Yes,Online,39.0,12,2024-07-23,7,0,0,0.836,251.18,1.23,8.57,0,51.9,273.33,572.73,34356,5
5712,H054,Thailand,upscale,4,Suite,3,Travel Agent,,Card,26.0,55,2024-01-20,1,1,0,0.7,,3.26,9.8,1,49.5,666.13,2085.93,59861,4
2739,H019,USA,economy,1,Double,1,Online,YES,Card,24.0,11,2025-04-17,4,0,0,0.733,87.68,3.54,6.73,0,54.2,89.3,145.83,95901,4
3070,H027,Singapore,midscale,4,Single,3,Online,Yes,Card,33.0,30,2023-02-11,2,1,0,0.785,346.95,1.31,9.8,1,51.6,341.72,1126.93,37449,3
5133,H053,Singapore,economy,2,Double,3,Walk-in,Yes,Online,34.0,0,2022-09-20,9,0,0,0.666,117.8,3.49,7.39,0,65.1,112.94,423.27,69310,4
4322,H076,Vietnam,economy,1,Double,3,Online, Yes ,Online,34.0,9,2023-03-23,3,0,0,0.572,84.88,5.75,6.07,0,37.7,87.12,374.97,80466,4
1006,H080,USA,upscale,3,Double,3,Corporate, Yes ,Online,49.0,24,2022-11-10,11,0,0,0.826,265.4,3.68,6.94,0,62.0,280.91,915.35,43161,3
5635,H049,India, midscale ,4,Single,3,Corporate,No,Online,28.0,15,2025-05-01,5,0,0,0.872,299.16,5.0,9.6,0,51.5,307.22,974.12,109341,3
2300,H062,Philippines,economy,2,Single,1,Corporate,Yes,Card,60.0,4,2022-02-25,2,0,0,0.697,104.09,0.65,7.31,0,46.2,104.44,177.54,19080,3
2779,H024,Singapore,economy,3,Double,2,Travel Agent,Yes,Card,49.0,32,2024-04-29,4,0,0,0.707,184.3,5.76,8.69,0,60.2,192.52,501.87,86875,4
1720,H004,USA,ECONOMY,3,Double,2,Online,No,Card,43.0,40,2022-08-05,8,0,0,0.765,226.65,6.02,8.72,1,93.5,197.18,465.56,57995,5
1759,H005,UK,economy,1,Single,3,Online,Yes,CARD,51.0,25,2022-08-31,8,0,0,0.715,71.19,2.84,6.32,0,66.7,73.58,256.37,84241,5
2256,H080,USA,upscale,3,Double,4,Travel Agent,Yes,Online,40.0,50,2022-07-09,7,1,0,0.738,,3.68,8.27,0,57.3,321.19,1364.07,46655,2
3983,H077,Indonesia,Upscale,4,Double,3,Walk-in,Yes,CARD,32.0,22,2023-08-18,8,0,0,0.76,415.66,5.3,8.67,0,63.6,505.22,1605.0,119291,5
4563,H021,Vietnam,upscale,4,Suite,3,Corporate,No,Online,51.0,37,2023-06-20,6,0,0,0.673,522.71,9.56,8.94,0,,614.8,1962.72,15622,4
3582,H032,Singapore,midscale,3,Single,4,Online,Yes,Online,23.0,35,2024-08-03,8,1,0,0.916,249.46,2.75,9.34,0,61.7,246.03,1027.32,23278,4
4479,H063,uk,economy,2,Single,2,online,Yes,Card,25.0,17,2022-05-04,5,0,0,0.496,99.85,4.2,7.04,1,53.7,89.4,250.39,10997,5
1930,H021,Vietnam,upscale,4,Suite,3,Travel Agent,Yes,Card,18.0,21,2025-03-23,3,1,0,0.804,591.05,9.56,8.71,0,53.7,721.13,2192.34,24041,4
3620,H001,Singapore,economy,2,Double,3,Online,No,Online,18.0,42,2025-06-10,6,0,0,0.93,129.44,1.78,7.4,0,65.4,127.84,475.49,34737,3
5575,H066,Thailand,midscale,3,SUITE,1,Online, Yes ,CASH,56.0,37,2024-11-13,11,0,0,0.571,273.05,3.48,6.52,1,39.0,274.51,304.22,89972,5
466,H079,Germany,upscale,4,Single,3,Travel Agent,Yes,Card,22.0,21,2024-07-26,7,0,0,0.716,398.75,5.24,8.48,0,58.2,372.03,1230.73,804,4
1156,H066, Thailand ,midscale,3,Single,3,Corporate,Yes,Card,21.0,16,2025-04-04,4,0,0,0.477,195.54,3.48,9.1,0,59.2,196.46,662.73,106106,4
1271,H075,Philippines,upscale,3,single,4,Corporate,yes,Cash,37.0,5,2023-12-24,12,1,0,0.785,343.48,7.41,8.32,0,62.5,318.94,1356.37,36307,5
213,H055,UK,midscale,4,Double,3,Walk-in,Yes,Card,32.0,57,2022-02-01,2,0,0,0.657,354.53,1.31,9.09,0,,343.12,1059.82,70556,4
5551,H061,USA, UPSCALE ,5,Single,2,Corporate,Yes,Cash,48.0,25,2023-10-22,10,1,0,0.845,,3.96,9.8,0,60.3,708.55,1519.21,34348,4
5756,H009,USA,midscale,3,Suite,2,Walk-in,No,Card,54.0,23,2024-02-27,2,0,0,0.821,311.05,3.14,8.09,0,67.7,358.53,800.03,6891,4
5267,H061,USA,upscale,5,Suite,2,Online,No,Card,27.0,49,2023-04-07,4,0,0,0.752,769.32,3.96,9.29,1,43.2,832.69,1728.39,101244,4
188,H012,Thailand,MIDSCALE,3,Double,1, Walk-In ,Yes,Card,,53,2022-02-02,2,0,0,0.58,248.3,5.2,8.25,0,,255.29,291.23,27943,3
1083,H047,,midscale,3,Single,3,Corporate,Yes,Card,41.0,27,2025-06-12,6,0,0,0.655,242.3,3.58,9.48,0,56.1,232.42,754.33,101389,4
3240,H015,Philippines,economy,1,Double,4,TRAVEL AGENT,YES,Online,34.0,71,2022-01-03,1,0,0,0.836,88.11,2.8,6.01,1,59.3,81.32,350.74,40809,4
3376,H023,Philippines,MIDSCALE,4,Single,3,Travel Agent,yes,Cash,39.0,42,2022-05-15,5,1,0,0.707,358.05,4.44,9.74,0,48.4,356.5,1099.13,27729,4
3945,H005,UK,economy,1,Single,4,Travel Agent,Yes, Card ,33.0,47,2023-01-08,1,1,0,0.804,70.59,2.84,6.53,0,59.9,70.58,327.7,118445,2
6350,H011,Malaysia,upscale,4,Single,2,TRAVEL AGENT,No,Online,39.0,10,2022-06-24,6,0,1,0.731,433.82,2.74,8.93,0,57.5,435.64,908.39,31514,5
6288,H070,Thailand,midscale,4,Single,2,Online,,Card,27.0,42,2023-05-09,5,0,0,0.866,332.25,5.55,9.27,0,49.8,331.64,697.92,112881,3
3286,H059, Malaysia ,midscale,3,single,3,Travel Agent,Yes,Online,29.0,50,2024-03-09,3,1,0,0.645,255.04,2.11,8.88,0,39.5,238.55,776.61,89519,4
5987,H037,Philippines,upscale,5,Single,2,Travel Agent,No,Online,41.0,1,2023-06-03,6,1,1,0.963,812.99,1.92,9.8,0,62.4,737.46,1553.99,81333,4
317,H042,India, upscale ,3,single,3,Online, No ,Online,18.0,16,2022-11-21,11,0,0,0.811,259.38,3.88,,0,53.7,235.14,821.42,54249,5
3011,H001,Singapore,economy,2,Single,5,Travel Agent,Yes,Online,33.0,0,2024-06-08,6,1,0,0.567,127.64,51.09097726343576,7.0,0,52.5,117.85,664.43,81666,4
3721,H022, India ,upscale,3,Double,2,Online,Yes,Card,38.0,50,2025-04-28,4,0,0,0.718,279.15,6.39,8.72,0,53.6,272.81,566.59,52527,4
3307,H068,Vietnam,upscale,4,Single,3,Walk-in,yes,Card,18.0,51,2025-02-16,2,1,0,0.76,408.69,3.99,9.3,0,58.3,486.08,1556.88,114667,4
3445,H025,Indonesia,upscale,3,Single,2,Corporate,NO,Online,41.0,18,2025-06-19,6,0,1,0.741,301.35,1.98,7.93,0,40.8,261.97,578.3,75650,5
3271,H065,Vietnam,luxury,4,Single,4,Online,No,Online,45.0,23,2025-08-04,8,0,0,0.744,566.65,4.96,9.8,0,60.1,522.39,2166.52,115087,5
4346,H072,USA,upscale,4,Double,2,ONLINE,No,Card,35.0,12,2025-02-11,2,0,0,0.859,450.58,6.78,9.47,1,62.7,453.77,1006.38,64861,5
3590,H059,Malaysia,midscale,3,Suite,3,Walk-in,Yes,Card,43.0,44,2023-11-16,11,0,0,0.691,323.24,2.11,8.89,1,59.8,340.6,1097.55,39479,5
175,H018,Malaysia,midscale,3,Single,1,Online,Yes,Cash,22.0,18,2024-04-09,4,0,0,0.608,207.85,3.68,8.48,1,51.6,210.31,228.98,4775,4
1336,H045,Germany,ECONOMY,3,Single,1,Online,YES,Cash,50.0,30,2025-07-17,7,0,0,0.792,211.59,2.93,8.39,0,59.6,206.92,282.63,65819,3
4182,H072,USA,upscale,4,Suite,1,Travel Agent,NO,Online,37.0,1,2022-07-16,7,1,0,0.614,576.41,6.78,8.67,0,55.0,708.97,752.45,116336,4
4861,H066,Thailand,Midscale,3,Double,2,Online,Yes,Card,25.0,1,2022-03-23,3,0,0,0.927,237.06,3.48,8.27,0,47.5,262.79,635.98,32348,4
979,H006,Singapore,economy,1,Double,3,Online,Yes,Card,55.0,14,2025-09-09,9,0,1,0.763,81.92,2.95,7.24,0,37.7,86.89,376.74,74441,5
6187,H054,Thailand,upscale,4,Single,3,walk-in,NAN,Card,25.0,54,2025-09-15,9,0,0,0.712,371.7,3.26,9.8,0,51.3,357.43,1098.45,106619,5
4226,H020,UK,economy,2,Single,1,walk-in,Yes,Card,18.0,37,2024-03-10,3,1,0,0.72,103.86,4.78,7.35,0,39.4,106.13,172.53,56846,5
6035,H070,Thailand,midscale,4, Suite ,2,Online, No ,Card,33.0,5,2025-06-17,6,0,0,0.801,462.32,5.55,8.72,0,42.1,523.07,1089.99,39533,5
5419,H058, USA ,upscale,4,Single,2,Walk-in,Yes,Card,39.0,61,2023-11-18,11,1,0,0.666,447.13,3.67,9.3,0,79.4,442.6,961.09,118417,4
1898,H026,Singapore,upscale,4,Double,2,Travel Agent,No,card,56.0,16,2025-05-02,5,0,0,0.5,411.54,0.83,8.25,0,38.0,425.74,931.08,86826,4
2362,H021,Vietnam,upscale,4,Double,3,Corporate,No,Card,30.0,27,2024-11-03,11,1,0,0.947,503.64,9.56,7.95,0,55.9,529.98,1605.73,69420,5
6313,H006,Singapore, Economy ,1,Double,1,Travel Agent,No,Card,43.0,19,2025-08-14,8,0,0,0.705,86.64,2.95,6.98,0,49.0,95.2,153.89,22054,2
2626,H017,Philippines,midscale,3,Single,3,Travel Agent,No,Card,55.0,14,2025-03-06,3,0,0,0.789,211.07,1.96,8.17,0,55.0,189.61,623.87,2097,4
56,H018,Malaysia,midscale,3,Single,3,Travel Agent,No,Card,19.0,37,2023-11-18,11,1,0,0.751,234.85,3.68,8.91,1,52.3,226.89,728.85,9300,4
1307,H065,Vietnam,luxury,4,Double,1,Walk-in,Yes,Card,18.0,33,2024-04-13,4,1,1,0.71,552.62,4.96,9.8,0,41.3,637.63,725.64,51131,3
4291,H002,Vietnam,economy,1,Single,3,Walk-in,No,Online,49.0,37,2025-03-27,3,0,0,0.705,74.17,4.64,7.59,0,54.7,70.0,319.16,55179,4
1951,H037,Philippines,upscale,5,Single,4,Online,No,Card,40.0,0,2024-09-09,9,0,0,0.621,513.94,1.92,9.58,1,39.3,491.57,2020.12,13597,4
2166,H076,Vietnam,economy,1,Single,3,Online,,Card,27.0,31,2024-06-03,6,0,1,0.718,74.86,5.75,7.64,0,67.1,78.72,282.31,49831,3
5895,H075, Philippines ,upscale,3,SINGLE,5,Corporate,Yes,Card,40.0,29,2024-04-01,4,0,0,0.595,241.53,7.41,8.33,0,42.1,218.88,1133.28,81581,3
5794,H077,Indonesia,upscale,4,Single,2,Travel Agent,YES,Card,25.0,27,2022-05-12,5,0,0,0.639,356.54,5.3,8.85,0,56.2,361.3,778.77,35076,4
1764,H037,Philippines,upscale,5,Double,3,Online,No,Card,18.0,39,2024-01-29,1,0,0,0.455,,1.92,9.71,0,42.3,646.02,2036.33,17971,3
6182,H052,Singapore,upscale,5,Single,1,Online,Yes,Card,40.0,44,2023-01-28,1,1,0,0.768,639.71,4.35,9.74,0,45.6,679.54,782.17,39737,2
6100,H043,Philippines,economy,1,Double,1,Online,No,Card,57.0,25,2025-06-28,6,1,1,0.728,92.87,1.16,5.94,0,45.0,98.92,198.71,51058,2
1130,H037,Philippines,upscale,5,Double,2,Online, No ,Card,59.0,75,2025-06-10,6,0,0,0.811,640.15,1.92,9.55,0,62.3,797.42,1638.63,100002,3
6218,H013,Philippines,economy,2,Single,3,Online,Yes,card,35.0,37,2022-08-10,8,0,0,0.864,125.87,4.24,8.44,0,61.5,135.35,486.67,112550,5
4566,H059,Malaysia,midscale,3,Double,2,Online,No,Card,33.0,10,2024-06-25,6,0,0,0.62,246.4,2.11,8.84,0,67.5,252.28,573.5,108486,3
6002,H050,Indonesia,luxury,5,suite,1,Corporate,Yes,cash,42.0,15,2022-06-02,6,0,0,0.912,1136.56,6.32,9.73,0,77.8,1318.61,1347.04,5151,4
3504,H061,usa,upscale,5,Double,3,travel agent,No,Card,26.0,13,2023-02-17,2,0,0,0.749,689.72,3.96,9.8,0,48.8,712.2,2199.8,18232,5
2835,H039,Malaysia,upscale,4,Single,2,Online,No,CASH,20.0,0,2023-04-13,4,0,0,0.648,340.85,6.99,8.14,0,44.4,370.46,782.7,66371,5
4455,H029,Philippines,economy,1,Double,4,Online,No,Cash,36.0,52,2022-07-20,7,0,0,0.787,98.05,5.16,6.52,0,,101.87,474.4,76804,5
4852,H018,Malaysia,midscale,3,Single,1,Online,No,Online,21.0,18,2022-01-16,1,1,0,0.759,255.98,3.68,8.42,0,67.6,252.29,276.92,7834,4
1621,H069,USA, midscale ,3,Double,2,Travel Agent,Yes,Card,45.0,65,2024-07-12,7,0,0,0.521,,2.45,9.44,0,63.2,241.15,598.87,22412,4
326,H044,germany,midscale,3,Double,3,Travel Agent,Yes,Card,39.0,29,2022-05-24,5,0,0,0.773,224.21,6.08,8.71,0,46.8,238.41,735.92,95952,4
3230,H044,Germany,midscale,3,Double,3,Online,Yes,Card,42.0,1,2022-10-05,10,0,1,0.536,266.03,6.08,9.8,0,51.4,266.81,858.5,89830,4
2112,H028,Germany,midscale,3,Single,1,Travel Agent,No,Card,37.0,53,2024-09-08,9,1,0,0.722,221.89,2.24,8.32,0,31.2,215.75,325.92,11882,3
5361,H075,Philippines,upscale,3,Double,4,Online,Yes,Online,35.0,0,2022-09-11,9,1,0,0.796,318.03,7.41,8.68,0,46.7,324.52,1313.19,53539,4
6039,H077,Indonesia,upscale,4, Double ,4,Walk-in,No,Card,44.0,14,2024-03-16,3,1,0,0.757,520.69,5.3,9.8,1,47.8,532.43,2207.25,73614,2
6258,H045,Germany,economy,3,Double,1,Travel Agent, No ,Card,35.0,48,2024-10-12,10,1,0,0.644,216.81,2.93,8.29,0,59.9,211.0,304.48,74990,5
4332,H042,India,upscale,3,Single,2,Online,YES,Card,44.0,30,2022-11-23,11,0,0,0.461,210.67,3.88,9.03,0,39.6,187.56,407.92,42156,3
3334,H031,VIETNAM,midscale,4, Single ,3,Online,Yes,CARD,37.0,37,2025-05-13,5,0,0,0.695,312.27,3.59,9.8,1,31.7,289.05,931.56,60433,3
2862,H055,UK,midscale,4,Suite,5,Online,Yes,CARD,23.0,17,2024-06-01,6,1,0,0.727,,1.31,,0,60.6,603.39,3087.1,100497,4
5677,H033,Thailand,midscale,4,Single,3,Online,Yes,Card,41.0,44,2024-07-01,7,0,0,0.821,377.71,0.98,9.8,0,68.0,385.64,1235.48,58995,5
5969,H056,UK,midscale,3,Single,2,travel agent,Yes, CARD ,63.0,53,2023-04-11,4,0,0,0.583,,4.69,8.89,0,61.0,173.25,400.37,87120,3
1707,H069,USA,midscale,3,Single,1,Travel Agent,No, Card ,39.0,44,2023-06-17,6,1,0,0.792,241.26,2.45,8.61,0,63.8,253.68,355.88,51289,5
110,H024,Singapore,economy,3,Single,3,Online,Yes,Card,35.0,17,2024-04-26,4,0,0,0.701,169.9,5.76,7.82,1,42.8,146.86,543.72,22540,4
5583,H055,UK,midscale,4,Suite,3,Walk-in, Yes ,Card,41.0,43,2025-07-30,7,0,0,0.829,463.56,1.31,9.51,0,61.0,569.16,1807.25,69914,4
990,H051,Thailand,midscale,4,Double,2,Online, Yes ,Online,47.0,35,2025-05-03,5,1,0,0.821,398.52,6.74,9.29,0,64.0,404.01,915.83,64953,4
2052,H063,Uk,economy,2, Single ,2,travel agent,Yes,Online,34.0,35,2022-06-12,6,1,0,0.775,133.65,4.2,8.68,0,65.2,131.97,293.8,63999,5
312,H060,Singapore,midscale,4,Single,3,Corporate,No,Card,54.0,28,2023-05-25,5,0,0,0.541,350.63,6.81,8.77,0,57.6,313.53,1045.86,5929,4
5921,H054,Thailand, upscale ,4,Double,3,TRAVEL AGENT,Yes,Card,18.0,57,2024-01-24,1,0,0,0.98,456.2,3.26,9.53,0,68.2,480.7,1478.56,16699,3
2743,H048,India,midscale,3,Double,2,Travel Agent, nan ,Card,31.0,26,2022-02-22,2,0,0,0.951,251.04,3.15,9.31,0,41.3,279.3,604.5,119999,4
275,H040,UK,economy,2,Double,1,Online,Yes,Card,37.0,0,2024-03-17,3,1,0,0.536,136.07,4.68,6.76,0,53.9,137.71,220.72,11117,5
5398,H032,Singapore,midscale,3,Double,4,Walk-in,Yes,Card,33.0,71,2022-03-02,3,0,0,0.758,201.32,2.75,7.4,0,,218.84,973.74,39022,4
5993,H057,Germany,midscale,3,Single,2,Online,No,card,43.0,44,2024-03-13,3,0,0,0.743,169.48,4.91,9.38,0,61.1,195.01,506.98,83108,3
